date,PRCP,station,SNOW,SNWD,TMAX,TMIN,WT16,WT03,TSUN,PGTM,WT08,AWND,FMTM,WT01,WDF2,WSF2,WT13,TAVG,WDF5,WSF5,WT05,WT07
1978-10-25T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,70.0,,,606.0,1436.0,,,,,,,,,,,,
1978-10-26T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,67.0,,,498.0,1330.0,,,,,,,,,,,,
1978-10-27T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,68.0,,,498.0,1218.0,,,,,,,,,,,,
1978-10-28T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,69.0,,,480.0,1330.0,,,,,,,,,,,,
1978-10-29T00:00:00,0.33,GHCND:USW00022521,0.0,0.0,84.0,72.0,1.0,,258.0,1224.0,,,,,,,,,,,,
1978-10-30T00:00:00,7.47,GHCND:USW00022521,0.0,0.0,77.0,66.0,1.0,1.0,0.0,1554.0,,,,,,,,,,,,
1978-10-31T00:00:00,2.64,GHCND:USW00022521,0.0,0.0,74.0,66.0,1.0,,0.0,2348.0,,,,,,,,,,,,
1978-11-01T00:00:00,0.23,GHCND:USW00022521,0.0,0.0,79.0,70.0,1.0,,0.0,542.0,,,,,,,,,,,,
1978-11-02T00:00:00,1.22,GHCND:USW00022521,0.0,0.0,75.0,69.0,1.0,,0.0,1400.0,,,,,,,,,,,,
1978-11-03T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,68.0,1.0,,264.0,2100.0,,,,,,,,,,,,
1978-11-04T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,79.0,66.0,1.0,,444.0,154.0,,,,,,,,,,,,
1978-11-05T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,78.0,63.0,,,630.0,1618.0,,,,,,,,,,,,
1978-11-06T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,65.0,1.0,,546.0,1512.0,,,,,,,,,,,,
1978-11-07T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,81.0,64.0,1.0,,432.0,1400.0,,,,,,,,,,,,
1978-11-08T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,66.0,,,576.0,1330.0,,,,,,,,,,,,
1978-11-09T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,81.0,66.0,,,534.0,1318.0,,,,,,,,,,,,
1978-11-10T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,68.0,1.0,,240.0,1412.0,,,,,,,,,,,,
1978-11-11T00:00:00,0.05,GHCND:USW00022521,0.0,0.0,83.0,68.0,1.0,,240.0,1118.0,,,,,,,,,,,,
1978-11-12T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,81.0,68.0,,,360.0,1536.0,,,,,,,,,,,,
1978-11-13T00:00:00,0.02,GHCND:USW00022521,0.0,0.0,80.0,67.0,1.0,,180.0,1512.0,,,,,,,,,,,,
1978-11-14T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,70.0,,,306.0,230.0,,,,,,,,,,,,
1978-11-15T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,68.0,,,624.0,1218.0,,,,,,,,,,,,
1978-11-16T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,67.0,,,642.0,1554.0,,,,,,,,,,,,
1978-11-17T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,64.0,,,636.0,1300.0,,,,,,,,,,,,
1978-11-18T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,63.0,,,630.0,1606.0,,,,,,,,,,,,
1978-11-19T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,84.0,70.0,1.0,,504.0,1406.0,,,,,,,,,,,,
1978-11-20T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,72.0,1.0,,570.0,1636.0,,,,,,,,,,,,
1978-11-21T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,71.0,1.0,,402.0,1154.0,,,,,,,,,,,,
1978-11-22T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,72.0,,,510.0,1536.0,,,,,,,,,,,,
1978-11-23T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,68.0,,,564.0,1330.0,,,,,,,,,,,,
1978-11-24T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,82.0,64.0,,,510.0,1424.0,,,,,,,,,,,,
1978-11-25T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,63.0,,,606.0,1536.0,,,,,,,,,,,,
1978-11-26T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,70.0,,,516.0,1342.0,,,,,,,,,,,,
1978-11-27T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,70.0,1.0,,576.0,1212.0,,,,,,,,,,,,
1978-11-28T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,67.0,,,588.0,1136.0,,,,,,,,,,,,
1978-11-29T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,65.0,,,294.0,1730.0,,,,,,,,,,,,
1978-11-30T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,63.0,,,522.0,1618.0,,,,,,,,,,,,
1978-12-01T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,72.0,,,564.0,1424.0,,,,,,,,,,,,
1978-12-02T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,69.0,,,300.0,1048.0,,,,,,,,,,,,
1978-12-03T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,81.0,64.0,,,588.0,1900.0,,,,,,,,,,,,
1978-12-04T00:00:00,1.41,GHCND:USW00022521,0.0,0.0,81.0,66.0,1.0,,162.0,1018.0,,,,,,,,,,,,
1978-12-05T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,78.0,67.0,1.0,,120.0,1930.0,,,,,,,,,,,,
1978-12-06T00:00:00,0.12,GHCND:USW00022521,0.0,0.0,79.0,68.0,1.0,,174.0,1448.0,,,,,,,,,,,,
1978-12-07T00:00:00,0.02,GHCND:USW00022521,0.0,0.0,80.0,69.0,1.0,,72.0,2124.0,,,,,,,,,,,,
1978-12-08T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,81.0,70.0,,,576.0,1342.0,,,,,,,,,,,,
1978-12-09T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,82.0,70.0,,,438.0,1424.0,,,,,,,,,,,,
1978-12-10T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,79.0,70.0,1.0,,216.0,1148.0,,,,,,,,,,,,
1978-12-11T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,81.0,70.0,1.0,,252.0,1954.0,,,,,,,,,,,,
1978-12-12T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,79.0,70.0,1.0,,384.0,2006.0,,,,,,,,,,,,
1978-12-13T00:00:00,0.36,GHCND:USW00022521,0.0,0.0,75.0,67.0,1.0,,24.0,1106.0,,,,,,,,,,,,
1978-12-14T00:00:00,0.06,GHCND:USW00022521,0.0,0.0,77.0,67.0,1.0,,288.0,718.0,,,,,,,,,,,,
1978-12-15T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,79.0,68.0,1.0,,216.0,1718.0,,,,,,,,,,,,
1978-12-16T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,79.0,68.0,1.0,,432.0,2024.0,,,,,,,,,,,,
1978-12-17T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,70.0,1.0,,300.0,1642.0,,,,,,,,,,,,
1978-12-18T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,79.0,68.0,1.0,,198.0,1336.0,,,,,,,,,,,,
1978-12-19T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,76.0,67.0,1.0,,30.0,1742.0,,,,,,,,,,,,
1978-12-20T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,78.0,67.0,1.0,,228.0,1430.0,,,,,,,,,,,,
1978-12-21T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,77.0,63.0,1.0,,396.0,100.0,,,,,,,,,,,,
1978-12-22T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,77.0,60.0,1.0,,588.0,1548.0,,,,,,,,,,,,
1978-12-23T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,77.0,59.0,1.0,,318.0,1706.0,,,,,,,,,,,,
1978-12-24T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,79.0,59.0,,,516.0,1512.0,,,,,,,,,,,,
1978-12-25T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,59.0,,,498.0,1618.0,,,,,,,,,,,,
1978-12-26T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,78.0,60.0,,,510.0,1506.0,,,,,,,,,,,,
1978-12-27T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,59.0,1.0,,522.0,1124.0,,,,,,,,,,,,
1978-12-28T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,79.0,68.0,1.0,,252.0,1254.0,,,,,,,,,,,,
1978-12-29T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,64.0,1.0,,138.0,112.0,,,,,,,,,,,,
1978-12-30T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,75.0,63.0,,,384.0,1200.0,,,,,,,,,,,,
1979-10-01T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,83.0,74.0,1.0,1.0,114.0,1100.0,,,,,,,,,,,,
1979-10-02T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,73.0,1.0,,270.0,2218.0,,,,,,,,,,,,
1979-10-03T00:00:00,0.08,GHCND:USW00022521,0.0,0.0,90.0,73.0,1.0,,624.0,1400.0,,,,,,,,,,,,
1979-10-04T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,90.0,77.0,1.0,,588.0,1642.0,,,,,,,,,,,,
1979-10-05T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,73.0,,,504.0,1636.0,,,,,,,,,,,,
1979-10-06T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,75.0,,,528.0,1354.0,,,,,,,,,,,,
1979-10-07T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,76.0,1.0,,594.0,2354.0,,,,,,,,,,,,
1979-10-08T00:00:00,0.39,GHCND:USW00022521,0.0,0.0,87.0,76.0,1.0,,522.0,0.0,,,,,,,,,,,,
1979-10-09T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,77.0,1.0,,420.0,1512.0,,,,,,,,,,,,
1979-10-10T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,74.0,,1.0,612.0,1342.0,,,,,,,,,,,,
1979-10-11T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,93.0,75.0,1.0,,666.0,1542.0,,,,,,,,,,,,
1979-10-12T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,91.0,75.0,,,576.0,1206.0,,,,,,,,,,,,
1979-10-13T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,91.0,72.0,1.0,,426.0,1154.0,,,,,,,,,,,,
1979-10-14T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,90.0,73.0,1.0,,534.0,2200.0,,,,,,,,,,,,
1979-10-15T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,77.0,,,582.0,1242.0,,,,,,,,,,,,
1979-10-16T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,90.0,75.0,,,612.0,1648.0,,,,,,,,,,,,
1979-10-17T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,77.0,,,66.0,1418.0,,,,,,,,,,,,
1979-10-18T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,77.0,1.0,,276.0,1042.0,,,,,,,,,,,,
1979-10-19T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,77.0,1.0,,408.0,1624.0,,,,,,,,,,,,
1979-10-20T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,77.0,1.0,,342.0,1336.0,,,,,,,,,,,,
1979-10-21T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,76.0,1.0,,612.0,1118.0,,,,,,,,,,,,
1979-10-22T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,71.0,,,426.0,1518.0,,,,,,,,,,,,
1979-10-23T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,68.0,1.0,,336.0,1230.0,,,,,,,,,,,,
1979-10-24T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,67.0,,,396.0,1624.0,,,,,,,,,,,,
1979-10-25T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,75.0,,,438.0,1418.0,,,,,,,,,,,,
1979-10-26T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,72.0,,,558.0,1548.0,,,,,,,,,,,,
1979-10-27T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,72.0,,,516.0,1424.0,,,,,,,,,,,,
1979-10-28T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,69.0,,,402.0,1754.0,,,,,,,,,,,,
1979-10-29T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,73.0,,,24.0,2136.0,,,,,,,,,,,,
1979-10-30T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,76.0,1.0,,420.0,1354.0,,,,,,,,,,,,
1979-10-31T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,86.0,73.0,1.0,,342.0,1548.0,,,,,,,,,,,,
1979-11-01T00:00:00,0.26,GHCND:USW00022521,0.0,0.0,83.0,73.0,1.0,1.0,132.0,1506.0,,,,,,,,,,,,
1979-11-02T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,71.0,,,600.0,1500.0,,,,,,,,,,,,
1979-11-03T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,72.0,,,630.0,1300.0,,,,,,,,,,,,
1979-11-04T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,75.0,1.0,,564.0,1700.0,,,,,,,,,,,,
1979-11-05T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,75.0,,,642.0,1406.0,,,,,,,,,,,,
1979-11-06T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,73.0,,,600.0,1412.0,,,,,,,,,,,,
1979-11-07T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,72.0,1.0,,474.0,1506.0,,,,,,,,,,,,
1979-11-08T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,83.0,70.0,1.0,,510.0,1436.0,,,,,,,,,,,,
1979-11-09T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,82.0,64.0,1.0,,288.0,1354.0,,,,,,,,,,,,
1979-11-10T00:00:00,0.05,GHCND:USW00022521,0.0,0.0,84.0,65.0,1.0,,180.0,1036.0,,,,,,,,,,,,
1979-11-11T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,69.0,1.0,,132.0,1648.0,,,,,,,,,,,,
1979-11-12T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,65.0,,,618.0,1300.0,,,,,,,,,,,,
1979-11-13T00:00:00,0.06,GHCND:USW00022521,0.0,0.0,85.0,67.0,1.0,,252.0,1318.0,,,,,,,,,,,,
1979-11-14T00:00:00,0.04,GHCND:USW00022521,0.0,0.0,79.0,70.0,1.0,,384.0,1824.0,,,,,,,,,,,,
1979-11-15T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,83.0,71.0,1.0,,528.0,2006.0,,,,,,,,,,,,
1979-11-16T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,84.0,71.0,1.0,,582.0,1212.0,,,,,,,,,,,,
1979-11-17T00:00:00,0.05,GHCND:USW00022521,0.0,0.0,84.0,72.0,1.0,,432.0,1054.0,,,,,,,,,,,,
1979-11-18T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,85.0,74.0,1.0,,234.0,1330.0,,,,,,,,,,,,
1979-11-19T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,74.0,,,582.0,1430.0,,,,,,,,,,,,
1979-11-20T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,72.0,1.0,,576.0,1412.0,,,,,,,,,,,,
1979-11-21T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,70.0,,,630.0,1506.0,,,,,,,,,,,,
1979-11-22T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,75.0,,,606.0,1518.0,,,,,,,,,,,,
1979-11-23T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,74.0,,,570.0,1536.0,,,,,,,,,,,,
1979-11-24T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,69.0,,,558.0,1630.0,,,,,,,,,,,,
1979-11-25T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,69.0,1.0,,360.0,1700.0,,,,,,,,,,,,
1979-11-26T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,64.0,1.0,,258.0,1236.0,,,,,,,,,,,,
1979-11-27T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,82.0,60.0,,,450.0,1424.0,,,,,,,,,,,,
1979-11-28T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,63.0,,,246.0,1700.0,,,,,,,,,,,,
1979-11-29T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,71.0,,,156.0,1354.0,,,,,,,,,,,,
1979-11-30T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,66.0,,,546.0,1248.0,,,,,,,,,,,,
1979-12-01T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,69.0,,,540.0,1506.0,,,,,,,,,,,,
1979-12-02T00:00:00,0.07,GHCND:USW00022521,0.0,0.0,77.0,70.0,1.0,,120.0,2342.0,,,,,,,,,,,,
1979-12-03T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,70.0,1.0,,330.0,1342.0,,,,,,,,,,,,
1979-12-04T00:00:00,0.1,GHCND:USW00022521,0.0,0.0,78.0,63.0,1.0,,156.0,200.0,,,,,,,,,,,,
1979-12-05T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,80.0,62.0,,,390.0,1436.0,,,,,,,,,,,,
1979-12-06T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,61.0,,,426.0,1342.0,,,,,,,,,,,,
1979-12-07T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,66.0,,,588.0,1418.0,,,,,,,,,,,,
1979-12-08T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,65.0,,,474.0,1218.0,,,,,,,,,,,,
1979-12-09T00:00:00,0.46,GHCND:USW00022521,0.0,0.0,82.0,71.0,1.0,,138.0,1512.0,,,,,,,,,,,,
1979-12-10T00:00:00,0.15,GHCND:USW00022521,0.0,0.0,83.0,72.0,1.0,,372.0,824.0,,,,,,,,,,,,
1979-12-11T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,69.0,,,600.0,1548.0,,,,,,,,,,,,
1979-12-12T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,67.0,1.0,,546.0,1418.0,,,,,,,,,,,,
1979-12-13T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,84.0,67.0,,,468.0,1600.0,,,,,,,,,,,,
1979-12-14T00:00:00,0.07,GHCND:USW00022521,0.0,0.0,84.0,72.0,1.0,,408.0,1354.0,,,,,,,,,,,,
1979-12-15T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,69.0,1.0,,492.0,2248.0,,,,,,,,,,,,
1979-12-16T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,84.0,72.0,1.0,,354.0,1754.0,,,,,,,,,,,,
1979-12-17T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,81.0,68.0,1.0,,378.0,1636.0,,,,,,,,,,,,
1979-12-18T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,82.0,63.0,,,648.0,1306.0,,,,,,,,,,,,
1979-12-19T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,65.0,,,618.0,1630.0,,,,,,,,,,,,
1979-12-20T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,67.0,,,540.0,1618.0,,,,,,,,,,,,
1979-12-21T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,66.0,1.0,,282.0,1318.0,,,,,,,,,,,,
1979-12-22T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,73.0,1.0,,354.0,2248.0,,,,,,,,,,,,
1979-12-23T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,72.0,1.0,,510.0,1424.0,,,,,,,,,,,,
1979-12-24T00:00:00,0.1,GHCND:USW00022521,0.0,0.0,81.0,70.0,1.0,,204.0,1954.0,,,,,,,,,,,,
1979-12-25T00:00:00,0.29,GHCND:USW00022521,0.0,0.0,80.0,66.0,1.0,,558.0,1230.0,,,,,,,,,,,,
1979-12-26T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,82.0,65.0,,,588.0,1454.0,,,,,,,,,,,,
1979-12-27T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,83.0,69.0,,,606.0,1106.0,,,,,,,,,,,,
1979-12-28T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,82.0,67.0,1.0,,186.0,1536.0,,,,,,,,,,,,
1979-12-29T00:00:00,0.02,GHCND:USW00022521,0.0,0.0,80.0,69.0,1.0,,210.0,1630.0,,,,,,,,,,,,
1979-12-30T00:00:00,0.17,GHCND:USW00022521,0.0,0.0,80.0,67.0,1.0,,264.0,1430.0,,,,,,,,,,,,
1980-10-01T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,71.0,,,438.0,1312.0,,,,,,,,,,,,
1980-10-02T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,91.0,69.0,,,648.0,1712.0,,,,,,,,,,,,
1980-10-03T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,90.0,72.0,,,522.0,1354.0,,,,,,,,,,,,
1980-10-04T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,70.0,,,600.0,1312.0,,,,,,,,,,,,
1980-10-05T00:00:00,0.07,GHCND:USW00022521,0.0,0.0,87.0,71.0,1.0,,384.0,2000.0,,,,,,,,,,,,
1980-10-06T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,91.0,67.0,,,678.0,1812.0,,,,,,,,,,,,
1980-10-07T00:00:00,0.04,GHCND:USW00022521,0.0,0.0,90.0,75.0,1.0,,660.0,1200.0,,,,,,,,,,,,
1980-10-08T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,89.0,76.0,1.0,,348.0,2242.0,,,,,,,,,,,,
1980-10-09T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,76.0,1.0,,396.0,1230.0,,,,,,,,,,,,
1980-10-10T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,76.0,1.0,,372.0,1942.0,,,,,,,,,,,,
1980-10-11T00:00:00,0.02,GHCND:USW00022521,0.0,0.0,88.0,74.0,1.0,,492.0,1112.0,,,,,,,,,,,,
1980-10-12T00:00:00,0.07,GHCND:USW00022521,0.0,0.0,86.0,72.0,1.0,,606.0,1248.0,,,,,,,,,,,,
1980-10-13T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,74.0,1.0,,510.0,1124.0,,,,,,,,,,,,
1980-10-14T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,74.0,,,660.0,1248.0,,,,,,,,,,,,
1980-10-15T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,70.0,,,564.0,1624.0,,,,,,,,,,,,
1980-10-16T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,74.0,1.0,,576.0,1336.0,,,,,,,,,,,,
1980-10-17T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,88.0,74.0,1.0,,546.0,1436.0,,,,,,,,,,,,
1980-10-18T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,73.0,1.0,,600.0,1106.0,,,,,,,,,,,,
1980-10-19T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,73.0,,,624.0,1518.0,,,,,,,,,,,,
1980-10-20T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,74.0,1.0,,450.0,1606.0,,,,,,,,,,,,
1980-10-21T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,70.0,,,606.0,1148.0,,,,,,,,,,,,
1980-10-22T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,74.0,,,612.0,1218.0,,,,,,,,,,,,
1980-10-23T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,74.0,1.0,,576.0,1630.0,,,,,,,,,,,,
1980-10-24T00:00:00,0.02,GHCND:USW00022521,0.0,0.0,87.0,73.0,1.0,,348.0,1512.0,,,,,,,,,,,,
1980-10-25T00:00:00,0.02,GHCND:USW00022521,0.0,0.0,85.0,73.0,1.0,,222.0,1442.0,,,,,,,,,,,,
1980-10-26T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,73.0,,,444.0,1524.0,,,,,,,,,,,,
1980-10-27T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,89.0,70.0,,,426.0,1406.0,,,,,,,,,,,,
1980-10-28T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,68.0,1.0,,582.0,1218.0,,,,,,,,,,,,
1980-10-29T00:00:00,0.01,GHCND:USW00022521,0.0,0.0,88.0,73.0,1.0,,240.0,1342.0,,,,,,,,,,,,
1980-10-30T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,86.0,72.0,1.0,,654.0,1100.0,,,,,,,,,,,,
1980-10-31T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,70.0,,,594.0,1500.0,,,,,,,,,,,,
1980-11-01T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,68.0,,,618.0,1248.0,,,,,,,,,,,,
1980-11-02T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,67.0,,,582.0,1448.0,,,,,,,,,,,,
1980-11-03T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,68.0,1.0,,342.0,1154.0,,,,,,,,,,,,
1980-11-04T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,85.0,69.0,,,606.0,1412.0,,,,,,,,,,,,
1980-11-05T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,68.0,,,612.0,1306.0,,,,,,,,,,,,
1980-11-06T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,74.0,1.0,,456.0,1548.0,,,,,,,,,,,,
1980-11-07T00:00:00,0.03,GHCND:USW00022521,0.0,0.0,88.0,75.0,1.0,,480.0,1418.0,,,,,,,,,,,,
1980-11-08T00:00:00,0.05,GHCND:USW00022521,0.0,0.0,85.0,72.0,1.0,,240.0,2212.0,,,,,,,,,,,,
1980-11-09T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,88.0,76.0,,,486.0,1430.0,,,,,,,,,,,,
1980-11-10T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,87.0,75.0,1.0,,420.0,1048.0,,,,,,,,,,,,
1980-11-11T00:00:00,0.07,GHCND:USW00022521,0.0,0.0,85.0,71.0,1.0,,600.0,1436.0,,,,,,,,,,,,
1980-11-12T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,72.0,1.0,,570.0,1300.0,,,,,,,,,,,,
1980-11-13T00:00:00,0.0,GHCND:USW00022521,0.0,0.0,86.0,71.0,1.0,,504.0,948.0,,,,,,,,,,,,
